State,Program,College/University,Years Post Grad,Cohort,Average Earnings
CO,AIR TRANSPORTATION,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2013,"$34,340.33 "
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",COLORADO MOUNTAIN COLLEGE,1,2013,"$34,316.00 "
TX,"BIOCHEMISTRY, BIOPHYSICS AND MOLECULAR BIOLOGY",UNIVERSITY OF TEXAS-AUSTIN,1,2010,"$34,313.67 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS AT DALLAS,1,2010,"$34,310.33 "
CO,"PARKS, RECREATION AND LEISURE STUDIES",WESTERN STATE COLORADO UNIVERSITY,5,2004,"$34,307.00 "
CO,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF COLORADO DENVER,1,2001,"$34,301.67 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,1,2007,"$34,295.00 "
CO,FINE AND STUDIO ARTS,COLORADO STATE UNIVERSITY-PUEBLO,5,2007,"$34,294.33 "
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2007,"$34,294.00 "
CO,ANTHROPOLOGY,UNIV OF COLORADO AT COLO SPRINGS,5,1998,"$34,287.33 "
TX,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF TEXAS-EL PASO,1,2001,"$34,286.00 "
TX,SOCIAL WORK,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2010,"$34,281.00 "
CO,ENVIRONMENTAL DESIGN,UNIVERSITY OF COLORADO-BOULDER,1,2004,"$34,277.33 "
TX,HEALTH PROFESSIONS AND RELATED PROGRAMS,UNIVERSITY OF TEXAS-EL PASO,1,2007,"$34,263.33 "
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,1,2010,"$34,249.67 "
TX,MICROBIOLOGICAL SCIENCES AND IMMUNOLOGY,UNIVERSITY OF TEXAS-EL PASO,1,2004,"$34,243.00 "
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",FORT LEWIS COLLEGE,5,2007,"$34,228.33 "
TX,PHILOSOPHY,UNIVERSITY OF TEXAS-AUSTIN,1,2007,"$34,217.00 "
TX,"PUBLIC RELATIONS, ADVERTISING, AND APPLIED COMMUNICATION",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2013,"$34,212.00 "
CO,"PSYCHOLOGY, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,5,2007,"$34,204.67 "
CO,HISTORY,METROPOLITAN STATE UNIVERSITY OF DENVER,1,1998,"$34,202.33 "
CO,CHEMISTRY,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2013,"$34,202.33 "
TX,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF TEXAS AT TYLER,1,2010,"$34,197.00 "
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS - PAN AMERICAN,1,2010,"$34,194.33 "
CO,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",METROPOLITAN STATE UNIVERSITY OF DENVER,1,2010,"$34,185.67 "
CO,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF COLORADO-BOULDER,1,1998,"$34,170.00 "
CO,ACCOUNTING AND RELATED SERVICES,WESTERN STATE COLORADO UNIVERSITY,1,2010,"$34,168.33 "
TX,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2013,"$34,163.33 "
CO,HISTORY,UNIV OF COLORADO AT COLO SPRINGS,1,2001,"$34,153.33 "
CO,"BUSINESS/COMMERCE, GENERAL",COLORADO STATE UNIVERSITY,1,2001,"$34,134.00 "
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",FORT LEWIS COLLEGE,1,1998,"$34,131.00 "
CO,COMMUNICATION AND MEDIA STUDIES,UNIV OF COLORADO AT COLO SPRINGS,1,1998,"$34,124.00 "
CO,"PSYCHOLOGY, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,5,2001,"$34,118.67 "
CO,JOURNALISM,UNIVERSITY OF COLORADO-BOULDER,1,1998,"$34,103.67 "
CO,FINE AND STUDIO ARTS,UNIVERSITY OF NORTHERN COLORADO,5,2007,"$34,101.33 "
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",COLORADO STATE UNIVERSITY-PUEBLO,1,2001,"$34,097.67 "
TX,"LINGUISTIC, COMPARATIVE, AND RELATED LANGUAGE STUDIES AND SERVICES",UNIVERSITY OF TEXAS AT DALLAS,1,2010,"$34,095.33 "
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,5,2004,"$34,085.67 "
TX,HISTORY,UNIVERSITY OF TEXAS-PERMIAN BASIN,1,2004,"$34,073.33 "
TX,"PUBLIC RELATIONS, ADVERTISING, AND APPLIED COMMUNICATION",UNIVERSITY OF TEXAS-ARLINGTON,1,2010,"$34,066.33 "
TX,HISTORY,UNIVERSITY OF TEXAS AT TYLER,1,2007,"$34,062.67 "
CO,RHETORIC AND COMPOSITION/WRITING STUDIES,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2013,"$34,038.00 "
TX,SOCIOLOGY,UNIVERSITY OF TEXAS AT DALLAS,1,2013,"$34,031.33 "
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS - PAN AMERICAN,1,2010,"$34,019.00 "
CO,"SOCIAL SCIENCES, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,1,2001,"$34,015.00 "
TX,RESEARCH AND EXPERIMENTAL PSYCHOLOGY,UNIVERSITY OF TEXAS AT DALLAS,1,2007,"$33,988.33 "
CO,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,COLORADO STATE UNIVERSITY,1,2013,"$33,980.00 "
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2010,"$33,970.67 "
TX,AREA STUDIES,UNIVERSITY OF TEXAS-AUSTIN,1,2010,"$33,968.67 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2013,"$33,967.67 "
CO,PUBLIC HEALTH,COLORADO STATE UNIVERSITY,1,2010,"$33,964.33 "
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS - BROWNSVILLE,1,2013,"$33,954.00 "
TX,"FOODS, NUTRITION, AND RELATED SERVICES",UNIVERSITY OF TEXAS-AUSTIN,1,2013,"$33,952.33 "
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2007,"$33,950.33 "
CO,DESIGN AND APPLIED ARTS,COLORADO STATE UNIVERSITY,1,2007,"$33,943.67 "
CO,DESIGN AND APPLIED ARTS,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2013,"$33,940.00 "
TX,"BIOCHEMISTRY, BIOPHYSICS AND MOLECULAR BIOLOGY",UNIVERSITY OF TEXAS-AUSTIN,1,2004,"$33,939.33 "
TX,GEOGRAPHY AND CARTOGRAPHY,UNIVERSITY OF TEXAS-AUSTIN,1,2001,"$33,928.00 "
TX,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF TEXAS-EL PASO,1,2007,"$33,921.33 "
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS - BROWNSVILLE,1,2010,"$33,918.67 "
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS-ARLINGTON,1,2010,"$33,912.00 "
CO,MATHEMATICS,UNIVERSITY OF COLORADO-BOULDER,1,2004,"$33,905.33 "
CO,"PARKS, RECREATION AND LEISURE FACILITIES MANAGEMENT",UNIVERSITY OF NORTHERN COLORADO,5,2007,"$33,891.00 "
CO,ANTHROPOLOGY,FORT LEWIS COLLEGE,5,1998,"$33,887.67 "
TX,RHETORIC AND COMPOSITION/WRITING STUDIES,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2004,"$33,882.00 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS AT DALLAS,1,2007,"$33,880.67 "
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS AT TYLER,1,2010,"$33,878.33 "
TX,HISTORY,UNIVERSITY OF TEXAS-ARLINGTON,1,2010,"$33,876.67 "
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS-EL PASO,1,2001,"$33,866.67 "
TX,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2010,"$33,861.67 "
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",ADAMS STATE COLLEGE,1,1998,"$33,859.67 "
CO,"BIOLOGY, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,1,1998,"$33,847.67 "
TX,GEOGRAPHY AND CARTOGRAPHY,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2010,"$33,843.00 "
TX,INTERNATIONAL BUSINESS,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2010,"$33,838.33 "
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2004,"$33,837.00 "
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF NORTHERN COLORADO,5,2007,"$33,827.67 "
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS-AUSTIN,1,2004,"$33,814.33 "
CO,APPAREL AND TEXTILES,COLORADO STATE UNIVERSITY,1,2004,"$33,812.67 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS AT TYLER,1,2004,"$33,810.00 "
TX,MANAGEMENT INFORMATION SYSTEMS AND SERVICES,UNIVERSITY OF TEXAS-EL PASO,1,2010,"$33,808.00 "
CO,ANIMAL SCIENCES,COLORADO STATE UNIVERSITY,1,2007,"$33,779.33 "
CO,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF COLORADO DENVER,1,2013,"$33,764.67 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS-EL PASO,1,2004,"$33,762.00 "
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS-AUSTIN,1,2001,"$33,746.33 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-ARLINGTON,1,2007,"$33,742.67 "
CO,"VISUAL AND PERFORMING ARTS, GENERAL",COLORADO MESA UNIVERSITY,5,1998,"$33,712.00 "
CO,REHABILITATION AND THERAPEUTIC PROFESSIONS,UNIVERSITY OF NORTHERN COLORADO,5,1998,"$33,703.33 "
CO,"ETHNIC, CULTURAL MINORITY, GENDER, AND GROUP STUDIES",UNIVERSITY OF COLORADO-BOULDER,5,1998,"$33,699.67 "
CO,PHYSICS,UNIVERSITY OF COLORADO-BOULDER,1,2010,"$33,695.33 "
CO,ZOOLOGY/ANIMAL BIOLOGY,COLORADO STATE UNIVERSITY,5,2004,"$33,695.00 "
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS AT DALLAS,1,2010,"$33,693.67 "
CO,JOURNALISM,METROPOLITAN STATE UNIVERSITY OF DENVER,1,1998,"$33,690.33 "
CO,SPECIAL EDUCATION AND TEACHING,UNIVERSITY OF NORTHERN COLORADO,1,2013,"$33,679.00 "
CO,"BIOCHEMISTRY, BIOPHYSICS AND MOLECULAR BIOLOGY",UNIVERSITY OF COLORADO-BOULDER,1,1998,"$33,655.33 "
CO,SOCIOLOGY,UNIVERSITY OF COLORADO DENVER,1,2007,"$33,647.67 "
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2013,"$33,642.00 "
TX,MARKETING,UNIVERSITY OF TEXAS-EL PASO,1,2013,"$33,634.00 "
TX,"VISUAL AND PERFORMING ARTS, GENERAL",UNIVERSITY OF TEXAS AT DALLAS,1,2013,"$33,630.33 "
CO,ANTHROPOLOGY,METROPOLITAN STATE UNIVERSITY OF DENVER,5,1998,"$33,630.00 "
CO,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF COLORADO-BOULDER,1,2013,"$33,624.00 "
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2010,"$33,621.67 "
CO,MATHEMATICS,UNIVERSITY OF NORTHERN COLORADO,1,2004,"$33,618.33 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS - BROWNSVILLE,1,2013,"$33,614.00 "
CO,"PSYCHOLOGY, GENERAL",ADAMS STATE COLLEGE,5,2001,"$33,606.00 "
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,FORT LEWIS COLLEGE,5,2001,"$33,593.00 "
CO,JOURNALISM,COLORADO STATE UNIVERSITY,1,1998,"$33,586.33 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-ARLINGTON,1,2013,"$33,585.33 "
CO,"SOCIAL SCIENCES, OTHER",METROPOLITAN STATE UNIVERSITY OF DENVER,1,1998,"$33,584.33 "
CO,"LINGUISTIC, COMPARATIVE, AND RELATED LANGUAGE STUDIES AND SERVICES",METROPOLITAN STATE UNIVERSITY OF DENVER,1,2001,"$33,579.33 "
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS - BROWNSVILLE,1,2010,"$33,575.00 "
CO,DESIGN AND APPLIED ARTS,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2007,"$33,570.00 "
CO,MATHEMATICS,UNIV OF COLORADO AT COLO SPRINGS,1,2010,"$33,565.00 "
CO,CHEMISTRY,COLORADO STATE UNIVERSITY,1,2007,"$33,560.33 "
CO,"BUSINESS/COMMERCE, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,1,2013,"$33,547.67 "
CO,SOIL SCIENCES,COLORADO STATE UNIVERSITY,1,2010,"$33,527.00 "
TX,HISTORY,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2010,"$33,523.67 "
TX,ARCHITECTURE,UNIVERSITY OF TEXAS-ARLINGTON,1,2010,"$33,518.67 "
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS AT TYLER,1,2010,"$33,518.00 "
TX,"ETHNIC, CULTURAL MINORITY, GENDER, AND GROUP STUDIES",UNIVERSITY OF TEXAS-AUSTIN,1,2010,"$33,492.67 "
CO,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF NORTHERN COLORADO,1,2013,"$33,490.67 "
CO,SOCIOLOGY,UNIVERSITY OF COLORADO DENVER,1,2010,"$33,488.33 "
CO,"PARKS, RECREATION AND LEISURE STUDIES",WESTERN STATE COLORADO UNIVERSITY,5,2001,"$33,477.33 "
CO,"BUSINESS/COMMERCE, GENERAL",ADAMS STATE COLLEGE,1,2013,"$33,457.00 "
CO,SOCIOLOGY,UNIVERSITY OF COLORADO DENVER,1,2001,"$33,448.67 "
TX,CRIMINOLOGY,UNIVERSITY OF TEXAS-PERMIAN BASIN,1,2004,"$33,424.00 "
CO,ECONOMICS,COLORADO STATE UNIVERSITY,1,2001,"$33,412.33 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2013,"$33,409.00 "
CO,SOCIAL WORK,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2001,"$33,408.00 "
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",COLORADO STATE UNIVERSITY,1,2013,"$33,397.67 "
TX,SOCIOLOGY,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2007,"$33,395.67 "
TX,CRIMINOLOGY,UNIVERSITY OF TEXAS-PERMIAN BASIN,1,2001,"$33,387.33 "
CO,JOURNALISM,UNIVERSITY OF COLORADO-BOULDER,1,2013,"$33,375.33 "
CO,RELIGION/RELIGIOUS STUDIES,UNIVERSITY OF COLORADO-BOULDER,1,2001,"$33,372.00 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,1,2013,"$33,369.67 "
CO,SOCIOLOGY,FORT LEWIS COLLEGE,5,2007,"$33,365.67 "
CO,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",METROPOLITAN STATE UNIVERSITY OF DENVER,1,2007,"$33,360.33 "
CO,SOCIOLOGY,COLORADO MESA UNIVERSITY,1,2007,"$33,358.67 "
TX,ANTHROPOLOGY,UNIVERSITY OF TEXAS-ARLINGTON,1,2010,"$33,350.00 "
CO,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF COLORADO-BOULDER,1,2013,"$33,348.00 "
TX,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",UNIVERSITY OF TEXAS - PAN AMERICAN,1,2013,"$33,338.00 "
CO,ECONOMICS,COLORADO STATE UNIVERSITY,1,2004,"$33,329.33 "
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2007,"$33,325.33 "
CO,ECONOMICS,COLORADO STATE UNIVERSITY,1,2013,"$33,317.33 "
CO,SOCIOLOGY,UNIVERSITY OF COLORADO DENVER,1,2013,"$33,316.67 "
TX,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF TEXAS AT TYLER,1,2013,"$33,314.67 "
CO,DRAMA/THEATRE ARTS AND STAGECRAFT,UNIVERSITY OF NORTHERN COLORADO,5,2007,"$33,310.00 "
CO,GEOGRAPHY AND CARTOGRAPHY,UNIVERSITY OF COLORADO DENVER,1,2010,"$33,288.33 "
CO,"SOCIAL SCIENCES, GENERAL",UNIVERSITY OF NORTHERN COLORADO,1,1998,"$33,282.67 "
TX,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF TEXAS-PERMIAN BASIN,1,2010,"$33,269.33 "
TX,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF TEXAS-ARLINGTON,1,2010,"$33,268.67 "
TX,HEALTH PROFESSIONS AND RELATED PROGRAMS,UNIVERSITY OF TEXAS-AUSTIN,1,2004,"$33,246.33 "
TX,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF TEXAS - BROWNSVILLE,1,2013,"$33,238.00 "
CO,"BUSINESS/COMMERCE, GENERAL",COLORADO MESA UNIVERSITY,1,2010,"$33,209.67 "
TX,"RADIO, TELEVISION, AND DIGITAL COMMUNICATION",UNIVERSITY OF TEXAS-AUSTIN,1,2004,"$33,206.00 "
TX,"FOODS, NUTRITION, AND RELATED SERVICES",UNIVERSITY OF TEXAS-AUSTIN,1,2010,"$33,203.33 "
CO,DRAMA/THEATRE ARTS AND STAGECRAFT,UNIVERSITY OF COLORADO-BOULDER,5,2004,"$33,201.33 "
CO,"BUSINESS/COMMERCE, GENERAL",COLORADO MESA UNIVERSITY,1,2004,"$33,195.00 "
CO,DRAMA/THEATRE ARTS AND STAGECRAFT,UNIVERSITY OF NORTHERN COLORADO,5,2004,"$33,189.00 "
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",ADAMS STATE COLLEGE,5,2004,"$33,180.00 "
TX,ANTHROPOLOGY,UNIVERSITY OF TEXAS-AUSTIN,1,2007,"$33,166.67 "
CO,MUSIC,COLORADO STATE UNIVERSITY,5,2001,"$33,155.67 "
TX,SOCIAL WORK,UNIVERSITY OF TEXAS-ARLINGTON,1,2010,"$33,151.00 "
TX,"RADIO, TELEVISION, AND DIGITAL COMMUNICATION",UNIVERSITY OF TEXAS-AUSTIN,1,2013,"$33,151.00 "
CO,POLITICAL SCIENCE AND GOVERNMENT,WESTERN STATE COLORADO UNIVERSITY,1,2001,"$33,137.33 "
CO,MATHEMATICS,UNIVERSITY OF COLORADO DENVER,1,2004,"$33,136.00 "
CO,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF COLORADO DENVER,1,2001,"$33,133.00 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS - BROWNSVILLE,1,2010,"$33,125.33 "
CO,POLITICAL SCIENCE AND GOVERNMENT,UNIV OF COLORADO AT COLO SPRINGS,1,2001,"$33,110.33 "
TX,SOCIOLOGY,UNIVERSITY OF TEXAS - BROWNSVILLE,1,2007,"$33,106.67 "
TX,INTERIOR ARCHITECTURE,UNIVERSITY OF TEXAS-ARLINGTON,1,2010,"$33,106.33 "
TX,MARKETING,UNIVERSITY OF TEXAS-EL PASO,1,2010,"$33,106.00 "
CO,PHILOSOPHY,COLORADO STATE UNIVERSITY,5,2004,"$33,099.33 "
TX,"ETHNIC, CULTURAL MINORITY, GENDER, AND GROUP STUDIES",UNIVERSITY OF TEXAS-AUSTIN,1,2013,"$33,095.00 "
CO,MATHEMATICS,COLORADO STATE UNIVERSITY,1,2007,"$33,082.33 "
CO,"BUSINESS/COMMERCE, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,1,2004,"$33,082.00 "
CO,AIR TRANSPORTATION,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2007,"$33,070.33 "
CO,FINE AND STUDIO ARTS,WESTERN STATE COLORADO UNIVERSITY,5,2001,"$33,062.67 "
TX,HISTORY,UNIVERSITY OF TEXAS AT DALLAS,1,2010,"$33,026.00 "
CO,MATHEMATICS,COLORADO STATE UNIVERSITY,1,2013,"$33,022.33 "
TX,NEUROBIOLOGY AND NEUROSCIENCES,UNIVERSITY OF TEXAS AT DALLAS,1,2010,"$33,020.67 "
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS-EL PASO,1,2010,"$33,018.67 "
CO,HOSPITALITY ADMINISTRATION/MANAGEMENT,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2001,"$33,017.67 "
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,1,2010,"$32,998.33 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS AT TYLER,1,2001,"$32,995.00 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2004,"$32,981.33 "
CO,"BIOLOGY, GENERAL",WESTERN STATE COLORADO UNIVERSITY,5,2007,"$32,974.33 "
CO,SOCIAL WORK,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2007,"$32,974.00 "
CO,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF COLORADO DENVER,1,2013,"$32,967.00 "
TX,DESIGN AND APPLIED ARTS,UNIVERSITY OF TEXAS-EL PASO,1,2010,"$32,952.33 "
CO,MATHEMATICS,UNIVERSITY OF COLORADO DENVER,1,2013,"$32,939.67 "
CO,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF COLORADO-BOULDER,1,1998,"$32,935.00 "
CO,RHETORIC AND COMPOSITION/WRITING STUDIES,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2004,"$32,933.67 "
CO,RHETORIC AND COMPOSITION/WRITING STUDIES,UNIVERSITY OF COLORADO DENVER,1,2007,"$32,931.33 "
CO,DESIGN AND APPLIED ARTS,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2004,"$32,919.33 "
TX,RESEARCH AND EXPERIMENTAL PSYCHOLOGY,UNIVERSITY OF TEXAS AT DALLAS,1,2010,"$32,892.00 "
CO,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF COLORADO-BOULDER,1,2010,"$32,886.67 "
TX,"VISUAL AND PERFORMING ARTS, GENERAL",UNIVERSITY OF TEXAS AT DALLAS,1,2007,"$32,881.67 "
CO,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIV OF COLORADO AT COLO SPRINGS,1,2004,"$32,853.67 "
CO,DRAMA/THEATRE ARTS AND STAGECRAFT,UNIVERSITY OF NORTHERN COLORADO,5,2001,"$32,852.67 "
CO,PHILOSOPHY,UNIVERSITY OF COLORADO DENVER,1,2010,"$32,811.33 "
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",WESTERN STATE COLORADO UNIVERSITY,1,1998,"$32,808.67 "
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",COLORADO STATE UNIVERSITY,1,1998,"$32,797.67 "
CO,ENVIRONMENTAL DESIGN,UNIVERSITY OF COLORADO-BOULDER,1,1998,"$32,796.67 "
CO,AREA STUDIES,UNIVERSITY OF COLORADO-BOULDER,1,2004,"$32,795.00 "
CO,SOCIOLOGY,COLORADO MESA UNIVERSITY,1,2001,"$32,787.33 "
CO,CRIMINAL JUSTICE AND CORRECTIONS,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2013,"$32,779.67 "
CO,FINE AND STUDIO ARTS,FORT LEWIS COLLEGE,5,2001,"$32,775.00 "
CO,"ALLIED HEALTH DIAGNOSTIC, INTERVENTION, AND TREATMENT PROFESSIONS",COLORADO MESA UNIVERSITY,1,2010,"$32,769.00 "
CO,AGRICULTURAL BUSINESS AND MANAGEMENT,COLORADO STATE UNIVERSITY,1,2001,"$32,765.67 "
CO,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",METROPOLITAN STATE UNIVERSITY OF DENVER,1,1998,"$32,747.33 "
TX,SOCIOLOGY,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2010,"$32,744.33 "
CO,MECHANICAL ENGINEERING RELATED TECHNOLOGIES/TECHNICIANS,COLORADO STATE UNIVERSITY-PUEBLO,1,2010,"$32,735.67 "
TX,RHETORIC AND COMPOSITION/WRITING STUDIES,UNIVERSITY OF TEXAS AT TYLER,1,2004,"$32,705.00 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-PERMIAN BASIN,1,2001,"$32,700.67 "
CO,RHETORIC AND COMPOSITION/WRITING STUDIES,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2001,"$32,691.67 "
TX,INDUSTRIAL ENGINEERING,UNIVERSITY OF TEXAS-EL PASO,1,2010,"$32,684.00 "
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS AT TYLER,1,2001,"$32,679.67 "
CO,ANIMAL SCIENCES,COLORADO STATE UNIVERSITY,1,2013,"$32,679.67 "
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2001,"$32,674.67 "
TX,"RADIO, TELEVISION, AND DIGITAL COMMUNICATION",UNIVERSITY OF TEXAS-AUSTIN,1,2001,"$32,644.67 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2004,"$32,629.00 "
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS AT TYLER,1,2007,"$32,629.00 "
TX,HEALTH PROFESSIONS AND RELATED PROGRAMS,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2007,"$32,628.67 "
CO,ENVIRONMENTAL DESIGN,UNIVERSITY OF COLORADO-BOULDER,1,2013,"$32,625.00 "
CO,"EAST ASIAN LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF COLORADO-BOULDER,1,2004,"$32,617.00 "
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",COLORADO STATE UNIVERSITY-PUEBLO,5,2007,"$32,612.67 "
TX,COMMUNICATION DISORDERS SCIENCES AND SERVICES,UNIVERSITY OF TEXAS-AUSTIN,1,2013,"$32,612.33 "
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS-PERMIAN BASIN,1,2001,"$32,591.67 "
