State,Program,College/University,Years Post Grad,Cohort,Average Earnings($)
CO,"ETHNIC, CULTURAL MINORITY, GENDER, AND GROUP STUDIES",UNIVERSITY OF COLORADO-BOULDER,1,2004,27378
CO,HEALTH PROFESSIONS AND RELATED PROGRAMS,UNIV OF COLORADO AT COLO SPRINGS,1,2013,27372
CO,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF NORTHERN COLORADO,1,2010,27357
CO,HISTORY,UNIVERSITY OF COLORADO DENVER,1,2010,27356
CO,HISTORY,UNIV OF COLORADO AT COLO SPRINGS,1,2010,27348
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",COLORADO STATE UNIVERSITY,1,1998,27342
CO,HISTORY,COLORADO STATE UNIVERSITY-PUEBLO,1,2007,27338
CO,FINE AND STUDIO ARTS,UNIVERSITY OF NORTHERN COLORADO,1,2001,27326
CO,"PSYCHOLOGY, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,1,2007,27322
CO,HISTORY,FORT LEWIS COLLEGE,1,2010,27320
CO,HISTORY,UNIVERSITY OF COLORADO-BOULDER,1,2010,27318
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF NORTHERN COLORADO,1,2001,27308
CO,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF NORTHERN COLORADO,1,2010,27302
CO,HISTORY,COLORADO MESA UNIVERSITY,1,2004,27301
TX,DRAMA/THEATRE ARTS AND STAGECRAFT,UNIVERSITY OF TEXAS-ARLINGTON,1,2007,27279
CO,DRAMA/THEATRE ARTS AND STAGECRAFT,UNIVERSITY OF COLORADO DENVER,1,2004,27273
CO,MUSIC,UNIVERSITY OF COLORADO DENVER,1,2004,27261
CO,MUSIC,UNIVERSITY OF COLORADO-BOULDER,1,2007,27261
CO,SOCIAL WORK,COLORADO STATE UNIVERSITY-PUEBLO,1,2004,27241
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",COLORADO STATE UNIVERSITY-PUEBLO,1,2004,27240
TX,PUBLIC HEALTH,UNIVERSITY OF TEXAS-EL PASO,1,2013,27238
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",FORT LEWIS COLLEGE,1,2013,27237
CO,"BIOCHEMISTRY, BIOPHYSICS AND MOLECULAR BIOLOGY",COLORADO STATE UNIVERSITY,1,2010,27229
CO,DRAMA/THEATRE ARTS AND STAGECRAFT,UNIVERSITY OF NORTHERN COLORADO,1,1998,27222
CO,SOCIAL WORK,COLORADO STATE UNIVERSITY,1,2001,27215
CO,"PSYCHOLOGY, GENERAL",UNIVERSITY OF COLORADO-BOULDER,1,2013,27214
CO,FINE AND STUDIO ARTS,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2013,27209
CO,"PSYCHOLOGY, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,1,2013,27206
CO,COMMUNICATION AND MEDIA STUDIES,COLORADO STATE UNIVERSITY,1,2007,27199
CO,"PSYCHOLOGY, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,1,2001,27196
CO,"LINGUISTIC, COMPARATIVE, AND RELATED LANGUAGE STUDIES AND SERVICES",COLORADO STATE UNIVERSITY,1,2007,27190
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",COLORADO STATE UNIVERSITY-PUEBLO,1,2001,27184
CO,MUSIC,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2013,27183
CO,"PSYCHOLOGY, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,1,2007,27178
CO,"PSYCHOLOGY, GENERAL",UNIVERSITY OF COLORADO-BOULDER,1,2004,27159
CO,"LINGUISTIC, COMPARATIVE, AND RELATED LANGUAGE STUDIES AND SERVICES",UNIVERSITY OF COLORADO-BOULDER,1,2013,27152
CO,MUSIC,UNIVERSITY OF COLORADO DENVER,1,2013,27132
CO,FILM/VIDEO AND PHOTOGRAPHIC ARTS,UNIVERSITY OF COLORADO-BOULDER,1,2013,27122
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF COLORADO-BOULDER,1,2010,27113
CO,"PARKS, RECREATION AND LEISURE FACILITIES MANAGEMENT",UNIVERSITY OF NORTHERN COLORADO,1,2007,27099
CO,"PSYCHOLOGY, GENERAL",UNIVERSITY OF NORTHERN COLORADO,1,2004,27095
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF COLORADO DENVER,1,2004,27087
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-EL PASO,1,2010,27083
CO,MUSIC,UNIVERSITY OF NORTHERN COLORADO,5,2007,27080
CO,NATURAL RESOURCES CONSERVATION AND RESEARCH,UNIVERSITY OF COLORADO-BOULDER,1,2007,27062
CO,"PSYCHOLOGY, GENERAL",UNIVERSITY OF COLORADO-BOULDER,1,2010,27058
CO,RELIGION/RELIGIOUS STUDIES,UNIVERSITY OF COLORADO-BOULDER,5,2001,27057
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",COLORADO MESA UNIVERSITY,1,2007,27055
CO,"PARKS, RECREATION AND LEISURE FACILITIES MANAGEMENT",UNIVERSITY OF NORTHERN COLORADO,1,2004,27044
CO,ANTHROPOLOGY,FORT LEWIS COLLEGE,5,2007,27043
CO,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",FORT LEWIS COLLEGE,1,2004,27039
CO,COMMUNICATION DISORDERS SCIENCES AND SERVICES,UNIVERSITY OF COLORADO-BOULDER,1,2004,27033
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",COLORADO STATE UNIVERSITY-PUEBLO,1,2007,27032
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF COLORADO DENVER,1,2010,26996
TX,ANTHROPOLOGY,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2010,26984
CO,"PSYCHOLOGY, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,1,2013,26976
CO,"BIOLOGY, GENERAL",UNIVERSITY OF COLORADO-BOULDER,1,2001,26969
CO,"BIOLOGY, GENERAL",UNIVERSITY OF COLORADO DENVER,1,2010,26969
CO,"PSYCHOLOGY, GENERAL",COLORADO MESA UNIVERSITY,1,2004,26959
CO,FINE AND STUDIO ARTS,UNIVERSITY OF NORTHERN COLORADO,1,2013,26937
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,COLORADO MESA UNIVERSITY,1,2004,26908
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS - BROWNSVILLE,1,2010,26884
TX,"VISUAL AND PERFORMING ARTS, GENERAL",UNIVERSITY OF TEXAS-AUSTIN,1,2010,26879
CO,HISTORY,UNIVERSITY OF COLORADO DENVER,1,2004,26875
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF COLORADO-BOULDER,1,2001,26875
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF NORTHERN COLORADO,1,2004,26866
CO,"PSYCHOLOGY, GENERAL",FORT LEWIS COLLEGE,1,2001,26847
CO,FORESTRY,COLORADO STATE UNIVERSITY,1,2013,26842
CO,"BIOLOGY, GENERAL",COLORADO MESA UNIVERSITY,1,2001,26829
TX,MICROBIOLOGICAL SCIENCES AND IMMUNOLOGY,UNIVERSITY OF TEXAS-EL PASO,1,2010,26821
CO,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF COLORADO DENVER,1,2004,26815
CO,HISTORY,UNIV OF COLORADO AT COLO SPRINGS,1,2007,26815
CO,"PSYCHOLOGY, GENERAL",COLORADO MESA UNIVERSITY,1,2013,26798
CO,ASTRONOMY AND ASTROPHYSICS,UNIVERSITY OF COLORADO-BOULDER,1,2010,26798
CO,SOCIOLOGY,UNIVERSITY OF NORTHERN COLORADO,1,2010,26790
CO,RESEARCH AND EXPERIMENTAL PSYCHOLOGY,UNIVERSITY OF COLORADO DENVER,1,2010,26786
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF COLORADO-BOULDER,1,2001,26786
CO,NATURAL RESOURCES CONSERVATION AND RESEARCH,UNIVERSITY OF COLORADO-BOULDER,1,2010,26781
CO,"PSYCHOLOGY, GENERAL",UNIVERSITY OF COLORADO-BOULDER,1,2001,26780
CO,NATURAL RESOURCES CONSERVATION AND RESEARCH,UNIVERSITY OF COLORADO-BOULDER,1,1998,26745
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",ADAMS STATE COLLEGE,1,2013,26739
CO,COMMUNICATION AND MEDIA STUDIES,COLORADO MESA UNIVERSITY,1,2013,26723
CO,HISTORY,FORT LEWIS COLLEGE,1,2001,26712
CO,SOCIOLOGY,FORT LEWIS COLLEGE,1,2001,26707
CO,RESEARCH AND EXPERIMENTAL PSYCHOLOGY,UNIVERSITY OF COLORADO DENVER,1,2013,26707
CO,POLITICAL SCIENCE AND GOVERNMENT,COLORADO STATE UNIVERSITY,1,2001,26706
CO,ANIMAL SCIENCES,COLORADO STATE UNIVERSITY,1,2001,26678
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",ADAMS STATE COLLEGE,1,1998,26665
CO,FINE AND STUDIO ARTS,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2007,26662
CO,"SOCIAL SCIENCES, GENERAL",UNIVERSITY OF NORTHERN COLORADO,1,2010,26654
CO,COMMUNICATION AND MEDIA STUDIES,COLORADO STATE UNIVERSITY-PUEBLO,1,2004,26654
CO,FINE AND STUDIO ARTS,FORT LEWIS COLLEGE,1,2013,26641
CO,"PSYCHOLOGY, GENERAL",UNIVERSITY OF NORTHERN COLORADO,1,2001,26639
CO,"BIOLOGY, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,1,2013,26636
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",COLORADO MESA UNIVERSITY,1,2010,26635
CO,"ECOLOGY, EVOLUTION, SYSTEMATICS, AND POPULATION BIOLOGY",UNIVERSITY OF COLORADO-BOULDER,1,2007,26632
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,FORT LEWIS COLLEGE,1,2013,26624
CO,MUSIC,UNIVERSITY OF COLORADO-BOULDER,1,2004,26623
CO,"BIOLOGY, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,1,2004,26612
CO,SOCIOLOGY,UNIV OF COLORADO AT COLO SPRINGS,1,2007,26612
CO,GEOGRAPHY AND CARTOGRAPHY,UNIV OF COLORADO AT COLO SPRINGS,1,2004,26605
CO,"PSYCHOLOGY, GENERAL",FORT LEWIS COLLEGE,1,2004,26594
CO,MUSIC,COLORADO STATE UNIVERSITY,1,2013,26590
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,COLORADO STATE UNIVERSITY-PUEBLO,1,2007,26566
TX,ANTHROPOLOGY,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2007,26563
CO,COMMUNICATION AND MEDIA STUDIES,WESTERN STATE COLORADO UNIVERSITY,1,2004,26557
CO,"PARKS, RECREATION AND LEISURE FACILITIES MANAGEMENT",COLORADO STATE UNIVERSITY,1,2013,26544
CO,JOURNALISM,UNIVERSITY OF NORTHERN COLORADO,1,2010,26542
CO,HISTORY,UNIVERSITY OF NORTHERN COLORADO,1,2004,26534
CO,"HEALTH PROFESSIONS AND RELATED CLINICAL SCIENCES, OTHER",UNIV OF COLORADO AT COLO SPRINGS,1,2004,26513
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",ADAMS STATE COLLEGE,1,2010,26512
CO,JOURNALISM,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2010,26509
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF COLORADO-BOULDER,1,2004,26503
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",COLORADO STATE UNIVERSITY,1,2001,26498
CO,"LINGUISTIC, COMPARATIVE, AND RELATED LANGUAGE STUDIES AND SERVICES",COLORADO STATE UNIVERSITY,1,2013,26489
CO,PHILOSOPHY,UNIVERSITY OF COLORADO-BOULDER,1,2001,26480
CO,ANTHROPOLOGY,UNIVERSITY OF COLORADO-BOULDER,1,2013,26480
CO,"PARKS, RECREATION AND LEISURE FACILITIES MANAGEMENT",UNIVERSITY OF NORTHERN COLORADO,1,2010,26475
CO,"LINGUISTIC, COMPARATIVE, AND RELATED LANGUAGE STUDIES AND SERVICES",COLORADO STATE UNIVERSITY,1,2010,26443
TX,MICROBIOLOGICAL SCIENCES AND IMMUNOLOGY,UNIVERSITY OF TEXAS-EL PASO,1,2013,26441
CO,NATURAL RESOURCES CONSERVATION AND RESEARCH,COLORADO STATE UNIVERSITY,1,2004,26440
CO,HISTORY,UNIVERSITY OF COLORADO-BOULDER,1,2013,26420
CO,DIETETICS AND CLINICAL NUTRITION SERVICES,UNIVERSITY OF NORTHERN COLORADO,1,2010,26409
CO,"FOODS, NUTRITION, AND RELATED SERVICES",COLORADO STATE UNIVERSITY,1,2004,26398
CO,FINE AND STUDIO ARTS,COLORADO STATE UNIVERSITY,1,2004,26394
CO,NATURAL RESOURCES CONSERVATION AND RESEARCH,COLORADO STATE UNIVERSITY,1,2013,26386
CO,POLITICAL SCIENCE AND GOVERNMENT,COLORADO STATE UNIVERSITY,1,2013,26383
CO,"ECOLOGY, EVOLUTION, SYSTEMATICS, AND POPULATION BIOLOGY",UNIVERSITY OF COLORADO-BOULDER,1,2013,26378
CO,ZOOLOGY/ANIMAL BIOLOGY,COLORADO STATE UNIVERSITY,1,1998,26372
CO,"PSYCHOLOGY, GENERAL",COLORADO STATE UNIVERSITY,1,2013,26371
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,ADAMS STATE COLLEGE,1,2004,26365
CO,HISTORY,UNIVERSITY OF NORTHERN COLORADO,1,2007,26357
CO,"HUMAN DEVELOPMENT, FAMILY STUDIES, AND RELATED SERVICES",COLORADO STATE UNIVERSITY,1,2013,26322
CO,"PHYSIOLOGY, PATHOLOGY AND RELATED SCIENCES",UNIVERSITY OF COLORADO-BOULDER,1,2004,26311
CO,CELL/CELLULAR BIOLOGY AND ANATOMICAL SCIENCES,UNIVERSITY OF COLORADO-BOULDER,1,2013,26307
CO,COMMUNICATION AND MEDIA STUDIES,COLORADO STATE UNIVERSITY-PUEBLO,1,2007,26303
CO,"PSYCHOLOGY, GENERAL",WESTERN STATE COLORADO UNIVERSITY,1,2007,26290
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF NORTHERN COLORADO,1,2007,26289
CO,RESEARCH AND EXPERIMENTAL PSYCHOLOGY,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2007,26285
CO,HEALTH PROFESSIONS AND RELATED PROGRAMS,UNIVERSITY OF NORTHERN COLORADO,1,2010,26276
CO,NUTRITION SCIENCES,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2010,26260
CO,DIETETICS AND CLINICAL NUTRITION SERVICES,UNIVERSITY OF NORTHERN COLORADO,1,2004,26251
CO,JOURNALISM,UNIVERSITY OF NORTHERN COLORADO,1,2007,26250
CO,"BIOLOGY, GENERAL",FORT LEWIS COLLEGE,1,2004,26248
CO,HISTORY,UNIVERSITY OF NORTHERN COLORADO,1,2001,26239
CO,PHILOSOPHY,UNIVERSITY OF COLORADO-BOULDER,1,2004,26238
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",WESTERN STATE COLORADO UNIVERSITY,1,2004,26227
CO,"PSYCHOLOGY, GENERAL",COLORADO MESA UNIVERSITY,1,2010,26218
CO,ANIMAL SCIENCES,COLORADO STATE UNIVERSITY,1,1998,26216
CO,FILM/VIDEO AND PHOTOGRAPHIC ARTS,UNIVERSITY OF COLORADO-BOULDER,1,2001,26209
CO,"ECOLOGY, EVOLUTION, SYSTEMATICS, AND POPULATION BIOLOGY",UNIVERSITY OF COLORADO-BOULDER,1,2010,26188
CO,MUSIC,UNIVERSITY OF COLORADO DENVER,1,2007,26182
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF COLORADO-BOULDER,1,1998,26172
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF NORTHERN COLORADO,1,2007,26164
CO,"ECOLOGY, EVOLUTION, SYSTEMATICS, AND POPULATION BIOLOGY",UNIVERSITY OF COLORADO-BOULDER,1,2004,26163
CO,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,UNIVERSITY OF NORTHERN COLORADO,1,2004,26140
CO,PLANT SCIENCES,COLORADO STATE UNIVERSITY,1,2004,26136
CO,MUSIC,COLORADO STATE UNIVERSITY,1,2010,26129
CO,"PSYCHOLOGY, GENERAL",UNIVERSITY OF NORTHERN COLORADO,1,2007,26100
CO,"PSYCHOLOGY, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,1,2004,26099
CO,HISTORY,COLORADO STATE UNIVERSITY,1,2001,26085
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,COLORADO STATE UNIVERSITY,1,2004,26078
CO,FINE AND STUDIO ARTS,UNIVERSITY OF COLORADO-BOULDER,1,2001,26058
CO,"BIOLOGY, GENERAL",COLORADO MESA UNIVERSITY,1,2004,26058
CO,JOURNALISM,COLORADO STATE UNIVERSITY,1,2007,26053
CO,WILDLIFE AND WILDLANDS SCIENCE AND MANAGEMENT,COLORADO STATE UNIVERSITY,1,2004,26053
CO,HISTORY,UNIVERSITY OF NORTHERN COLORADO,1,2013,26043
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",COLORADO MESA UNIVERSITY,1,2001,26007
CO,"PSYCHOLOGY, GENERAL",WESTERN STATE COLORADO UNIVERSITY,1,2004,26000
CO,ANTHROPOLOGY,UNIV OF COLORADO AT COLO SPRINGS,1,2013,25988
CO,MUSIC,UNIVERSITY OF COLORADO DENVER,1,2010,25982
CO,SOCIOLOGY,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2010,25960
CO,FINE AND STUDIO ARTS,COLORADO STATE UNIVERSITY,1,2001,25951
CO,"PHYSIOLOGY, PATHOLOGY AND RELATED SCIENCES",UNIVERSITY OF COLORADO-BOULDER,1,2007,25950
CO,ANTHROPOLOGY,COLORADO STATE UNIVERSITY,1,2004,25944
CO,HISTORY,COLORADO STATE UNIVERSITY,1,2013,25941
CO,"PSYCHOLOGY, GENERAL",FORT LEWIS COLLEGE,1,2007,25931
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",COLORADO STATE UNIVERSITY-PUEBLO,1,2010,25927
CO,"BIOLOGY, GENERAL",COLORADO STATE UNIVERSITY,1,2007,25905
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS-EL PASO,1,2010,25885
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,COLORADO MESA UNIVERSITY,1,2010,25881
CO,"ECOLOGY, EVOLUTION, SYSTEMATICS, AND POPULATION BIOLOGY",UNIVERSITY OF COLORADO-BOULDER,1,2001,25875
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,COLORADO MESA UNIVERSITY,1,2007,25870
CO,WILDLIFE AND WILDLANDS SCIENCE AND MANAGEMENT,COLORADO STATE UNIVERSITY,1,1998,25849
CO,"PSYCHOLOGY, GENERAL",UNIVERSITY OF NORTHERN COLORADO,1,2010,25796
CO,NATURAL RESOURCES CONSERVATION AND RESEARCH,COLORADO STATE UNIVERSITY,1,2010,25783
CO,"BIOLOGY, GENERAL",COLORADO STATE UNIVERSITY,1,2001,25782
CO,POLITICAL SCIENCE AND GOVERNMENT,COLORADO STATE UNIVERSITY,1,2010,25758
CO,"PSYCHOLOGY, GENERAL",COLORADO STATE UNIVERSITY,1,2007,25730
CO,"VISUAL AND PERFORMING ARTS, GENERAL",COLORADO MESA UNIVERSITY,1,2004,25708
CO,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF NORTHERN COLORADO,1,2001,25704
CO,PHILOSOPHY,COLORADO STATE UNIVERSITY,1,2004,25702
CO,COMMUNICATION AND MEDIA STUDIES,COLORADO STATE UNIVERSITY-PUEBLO,1,2013,25687
CO,"VISUAL AND PERFORMING ARTS, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,1,2013,25676
CO,HISTORY,FORT LEWIS COLLEGE,1,2007,25674
CO,ANTHROPOLOGY,COLORADO STATE UNIVERSITY,1,2010,25670
CO,"BIOLOGY, GENERAL",UNIVERSITY OF NORTHERN COLORADO,1,2010,25665
CO,"PSYCHOLOGY, GENERAL",UNIVERSITY OF NORTHERN COLORADO,1,2013,25660
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF NORTHERN COLORADO,1,2013,25658
CO,"PSYCHOLOGY, GENERAL",COLORADO STATE UNIVERSITY,1,2004,25637
TX,SOCIOLOGY,UNIVERSITY OF TEXAS - BROWNSVILLE,1,2013,25634
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",FORT LEWIS COLLEGE,1,2001,25633
CO,PLANT SCIENCES,COLORADO STATE UNIVERSITY,1,2007,25625
CO,"BIOLOGY, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,1,2010,25602
CO,SOCIOLOGY,FORT LEWIS COLLEGE,1,2010,25597
CO,SOCIAL WORK,COLORADO STATE UNIVERSITY,1,2013,25595
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,COLORADO MESA UNIVERSITY,1,2013,25589
CO,SOCIOLOGY,WESTERN STATE COLORADO UNIVERSITY,1,2001,25583
CO,POLITICAL SCIENCE AND GOVERNMENT,COLORADO STATE UNIVERSITY,1,2007,25557
CO,"BIOLOGY, GENERAL",WESTERN STATE COLORADO UNIVERSITY,1,2004,25553
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",FORT LEWIS COLLEGE,1,2004,25549
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,FORT LEWIS COLLEGE,1,2001,25546
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",COLORADO MESA UNIVERSITY,1,2004,25532
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,1,2007,25517
CO,"PARKS, RECREATION AND LEISURE FACILITIES MANAGEMENT",UNIVERSITY OF NORTHERN COLORADO,1,2013,25514
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,1,2004,25501
CO,"HUMAN DEVELOPMENT, FAMILY STUDIES, AND RELATED SERVICES",COLORADO STATE UNIVERSITY,1,2004,25495
CO,COMMUNICATION DISORDERS SCIENCES AND SERVICES,UNIVERSITY OF COLORADO-BOULDER,1,2001,25493
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2013,25469
CO,HISTORY,COLORADO STATE UNIVERSITY,1,2004,25464
CO,FINE AND STUDIO ARTS,UNIV OF COLORADO AT COLO SPRINGS,1,2004,25444
CO,FINE AND STUDIO ARTS,UNIVERSITY OF COLORADO-BOULDER,1,2007,25443
CO,FINE AND STUDIO ARTS,WESTERN STATE COLORADO UNIVERSITY,1,2004,25412
CO,COMMUNICATION DISORDERS SCIENCES AND SERVICES,UNIVERSITY OF COLORADO-BOULDER,1,2007,25402
CO,"PSYCHOLOGY, GENERAL",COLORADO STATE UNIVERSITY,1,2001,25388
CO,FINE AND STUDIO ARTS,UNIV OF COLORADO AT COLO SPRINGS,1,2007,25375
CO,HISTORY,COLORADO STATE UNIVERSITY,1,2007,25371
CO,"BIOLOGY, GENERAL",COLORADO STATE UNIVERSITY,1,2013,25368
CO,"BIOLOGY, GENERAL",FORT LEWIS COLLEGE,1,2013,25364
CO,DIETETICS AND CLINICAL NUTRITION SERVICES,COLORADO STATE UNIVERSITY,1,2001,25360
CO,FILM/VIDEO AND PHOTOGRAPHIC ARTS,UNIVERSITY OF COLORADO-BOULDER,1,2004,25355
CO,ANTHROPOLOGY,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2007,25354
CO,HEALTH PROFESSIONS AND RELATED PROGRAMS,UNIVERSITY OF NORTHERN COLORADO,1,2007,25343
CO,HISTORY,UNIVERSITY OF NORTHERN COLORADO,1,2010,25339
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",COLORADO STATE UNIVERSITY,1,2007,25334
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,1,2013,25307
CO,NATURAL RESOURCES CONSERVATION AND RESEARCH,WESTERN STATE COLORADO UNIVERSITY,1,2004,25305
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,COLORADO STATE UNIVERSITY,1,2013,25301
CO,COMMUNICATION DISORDERS SCIENCES AND SERVICES,UNIVERSITY OF NORTHERN COLORADO,1,2007,25289
CO,"HUMAN DEVELOPMENT, FAMILY STUDIES, AND RELATED SERVICES",COLORADO STATE UNIVERSITY,1,2007,25285
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,ADAMS STATE COLLEGE,1,2010,25272
CO,PLANT SCIENCES,COLORADO STATE UNIVERSITY,1,2010,25264
CO,"HEALTH PROFESSIONS AND RELATED CLINICAL SCIENCES, OTHER",UNIV OF COLORADO AT COLO SPRINGS,1,2007,25262
CO,FINE AND STUDIO ARTS,UNIVERSITY OF COLORADO-BOULDER,1,2004,25250
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF NORTHERN COLORADO,1,2004,25244
CO,FINE AND STUDIO ARTS,UNIVERSITY OF NORTHERN COLORADO,1,1998,25231
CO,FINE AND STUDIO ARTS,UNIVERSITY OF NORTHERN COLORADO,1,2004,25230
CO,SOCIOLOGY,UNIVERSITY OF NORTHERN COLORADO,1,2007,25230
CO,"FOODS, NUTRITION, AND RELATED SERVICES",COLORADO STATE UNIVERSITY,1,2010,25206
CO,FINE AND STUDIO ARTS,COLORADO STATE UNIVERSITY,1,2007,25206
CO,DRAMA/THEATRE ARTS AND STAGECRAFT,UNIVERSITY OF COLORADO-BOULDER,1,2004,25198
CO,MUSIC,COLORADO STATE UNIVERSITY,1,2001,25196
CO,NATURAL RESOURCES CONSERVATION AND RESEARCH,FORT LEWIS COLLEGE,1,2013,25190
CO,"LINGUISTIC, COMPARATIVE, AND RELATED LANGUAGE STUDIES AND SERVICES",UNIVERSITY OF COLORADO-BOULDER,1,2007,25176
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,WESTERN STATE COLORADO UNIVERSITY,1,2013,25174
CO,SUSTAINABILITY STUDIES,COLORADO MOUNTAIN COLLEGE,1,2013,25166
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,COLORADO STATE UNIVERSITY-PUEBLO,1,2013,25160
CO,SOCIOLOGY,WESTERN STATE COLORADO UNIVERSITY,1,2004,25144
CO,HISTORY,COLORADO STATE UNIVERSITY,1,2010,25139
CO,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,UNIVERSITY OF NORTHERN COLORADO,1,2010,25138
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",COLORADO MESA UNIVERSITY,1,2013,25130
CO,"PSYCHOLOGY, GENERAL",WESTERN STATE COLORADO UNIVERSITY,1,2010,25103
CO,"LINGUISTIC, COMPARATIVE, AND RELATED LANGUAGE STUDIES AND SERVICES",COLORADO STATE UNIVERSITY,1,2004,25095
CO,GEOGRAPHY AND CARTOGRAPHY,UNIVERSITY OF COLORADO-BOULDER,1,2001,25033
CO,FORESTRY,COLORADO STATE UNIVERSITY,1,2004,25014
